Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,492.09656,401.26657,478.65787,429.2743,463.45383,454.741,5.205222432816824,478.6231479819371,429.2777469787398
1,1,490.64627,402.66483,477.99152,431.77164,462.73703,456.8242,7.839270765187347,478.178665339039,431.44385823426114
2,1,490.5838,403.07504,477.91956,432.02475,463.3941,456.9157,6.639000790298719,477.7728902635318,432.34211762371024
3,1,488.53247,406.27332,477.36978,433.84885,464.17633,456.0926,8.63517629498619,477.40720491192815,433.67006980044135
4,1,486.65033,409.44266,477.22684,435.50665,464.99554,454.18988,13.333851200531289,477.0829914407402,435.3367636929382
5,1,487.7921,410.207,476.61154,436.7437,462.77972,456.9187,11.587332516096271,476.8364883795473,436.89722176663497
6,1,468.0593,444.8937,477.2517,438.88177,480.6064,421.48703,45.89901228799101,476.8433597501955,438.2788563596383
7,1,466.24216,445.86725,478.50162,438.76538,483.46472,422.3974,43.04805535284041,477.18804387129455,439.50217727822326
8,1,463.2907,450.63718,478.12,439.87585,483.5638,421.35278,37.654603026059696,477.450650756243,440.5876943286646
9,1,467.3066,442.3412,476.71497,441.1109,475.37628,431.02856,90.11319741240428,477.21155265902,441.53032459346844
10,1,481.04895,417.5484,474.82077,441.04156,462.1178,457.7137,22.456888580746146,476.55649910114084,442.22261426006423
11,1,486.64325,411.87778,474.22388,440.68027,458.13074,465.31702,9.827973133314392,475.6975839210044,442.6073912310987
12,1,487.45026,411.8191,473.73315,440.71204,458.74966,466.64514,4.621859072979324,474.8469009570098,442.93098116516126
13,1,481.23157,418.64365,473.70734,442.58804,462.71036,460.72644,13.78303236131332,474.16291833566027,443.4587357451468
14,1,477.06967,426.31433,473.14056,444.05005,466.88455,453.80246,20.18814967420598,473.5896013358781,444.2286129952275
15,1,480.03168,420.90955,472.00168,445.50073,461.93143,464.2132,10.203341586176188,473.01728952468955,445.221722524895
16,1,479.0297,425.09393,471.35785,447.10092,463.1034,461.50894,10.589666579174889,472.33632246912117,446.4191739436409
17,1,482.49484,422.5551,470.84875,449.09833,456.75366,470.03226,10.262991318664843,471.5625408567698,447.7855751882926
18,1,481.39835,424.6323,471.46677,450.39786,459.28125,469.12598,11.97055546372458,471.21378985751414,449.21952750502135
19,1,463.19257,462.06027,475.6733,451.80896,479.67044,431.59503,39.41588598909282,471.6803776839059,450.6031304673339
20,1,465.8115,457.8242,475.51035,452.64948,475.64307,436.95993,61.43368993997834,472.34046023690746,451.81848364873713
21,1,470.70462,446.85773,473.72363,452.52148,468.9587,447.66168,163.62421148961553,472.4979666225567,452.78046620026623
22,1,480.1255,425.87363,471.38477,452.04733,454.50256,472.0562,21.688755212199933,472.17207107878437,453.5350755830691
23,1,481.73502,422.40106,469.92688,452.18762,452.104,476.2573,14.89423768665171,471.5607591264946,454.1610888358221
24,1,482.5177,423.42215,469.79175,453.27582,451.62848,477.1454,14.181430981462938,470.8620162865913,454.73728299720125
25,1,482.53842,424.19806,469.52362,454.78375,451.45624,479.93494,12.640909447151808,470.2327422621493,455.33573140376814
26,1,482.10782,425.70126,468.93692,455.18436,451.70255,478.93976,11.889024549162444,469.6654934849275,456.0016925836258
27,1,475.8714,434.97717,468.5093,456.62515,458.0765,470.2906,18.57747360053592,469.11174056885494,456.77372136276284
28,1,476.79755,433.21866,467.24527,458.05783,452.9402,477.38672,15.46972606768156,468.52295412786145,457.6903725671675
29,1,475.34534,438.73325,466.976,458.87558,455.53326,473.75443,14.999171701744958,467.88320803614846,458.76676249102525
30,1,477.8108,437.6226,466.78693,460.24304,453.56076,477.67636,11.204667636712491,467.3069892090059,459.92425330130976
31,1,474.45044,443.83636,467.96542,461.99777,458.37552,472.57907,22.535753913948792,466.8962458247686,461.0607686331916
32,1,462.84146,458.73187,467.61575,462.5869,467.50336,460.72443,132.37289245260422,466.57235807286054,462.0742321218414
33,1,475.62057,441.2695,466.1668,462.70123,453.5868,480.7295,11.104327115201924,466.2326287805037,462.8987273111075
34,1,480.24664,435.99298,465.33258,463.4283,448.74042,488.92245,4.52813700504811,465.85861931502325,463.6129773795498
35,1,480.50156,436.01117,465.3217,463.64325,449.41327,489.76062,2.5637640780733264,465.45295567876934,464.33186541440557
36,1,480.62277,436.46298,465.01773,464.53928,448.29727,490.96323,3.258945757182339,465.0182638740926,465.17027450291266
37,1,478.97833,437.53998,464.41107,466.68018,448.68048,490.4007,6.990274372288651,464.55716990334344,466.2119603785064
38,1,478.04944,438.71313,464.2322,467.44928,448.5173,490.53027,8.569672272625573,464.07229976887237,467.416169359414
39,1,468.21585,453.6114,463.88617,470.17136,458.84317,472.0337,55.07899796509955,463.56627947302974,468.7110204100612
40,1,467.55396,454.76843,462.72107,471.55124,455.62915,475.3802,45.57062977369679,463.04173501816626,470.0246324948728
41,1,468.5611,454.06723,462.0386,472.22174,452.8955,482.37622,22.23771224860485,462.5327441541576,471.29450904584513
42,1,466.47748,457.08878,461.9967,473.23718,453.542,480.72928,32.94643916574224,462.19919162098216,472.49569136525696
43,1,459.31628,471.672,463.7154,474.29684,462.26074,466.64008,131.58054589583458,462.154121376325,473.6126052229588
44,1,447.67142,491.60007,464.189,474.1677,473.59985,450.02734,22.15871921080698,462.1974072585986,474.6296763888
45,1,459.0704,472.0627,463.03366,475.14386,461.84485,468.20233,137.58072878867208,462.09307253298476,475.5313306326312
46,1,468.95706,454.6661,461.1062,475.15698,450.7473,487.88367,18.18007087277012,461.77490829101293,476.30199372430167
47,1,474.54965,447.53778,460.68008,474.8605,444.1565,498.2848,8.286075494029598,461.2670800660737,476.92609143366184
48,1,475.90125,447.02176,461.00262,475.22467,445.79163,502.0184,1.7378751795382543,460.7854833326523,477.38804953056126
49,1,475.64233,447.1189,460.8585,475.7676,446.33115,503.0697,0.7214502227301817,460.5293886198986,477.6869524393472
