Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y,Velocity_X,Velocity_Y,Speed,Accel_X,Accel_Y,Acceleration,Direction
0,1,592.8155,462.1243,608.3948,492.28046,626.8966,526.45917,1.1064143562314808,608.3904948493091,492.2769102813969,,,,,,,
1,1,592.28033,462.13702,608.45215,492.2738,626.8578,526.5325,0.0279764551182933,608.4675055429764,492.2839502049311,0.07701069366726188,0.007039923534193804,0.07733180110717805,,,,0.09116151031581213
2,1,592.3354,463.08664,608.828,493.05496,626.6915,526.3952,0.6431576742597718,608.7040955457551,492.86679926561885,0.236590002778712,0.5828490606877494,0.6290372460827918,0.15957930911145013,0.5758091371535556,0.5975129440656579,1.1851970718217133
3,1,591.68567,463.3428,608.63696,492.67102,626.87756,526.6429,1.7947144310845553,608.7922935304964,492.94360161879837,0.08819798474132767,0.07680235317951656,0.11695078437677392,-0.14839201803738433,-0.5060467075082329,0.5273551566042853,0.7164433673147513
4,1,592.0709,463.6873,608.9987,492.86038,627.098,526.6694,1.9626397735231904,608.8981370379394,492.80314924593625,0.10584350744295534,-0.14045237286211432,0.17586846536666353,0.01764552270162767,-0.21725472604163087,0.2179701366215972,-0.9250015572822456
5,1,591.96375,463.7388,609.55426,493.08096,627.90393,526.6197,2.2588010605109625,609.2911326275519,492.96796071544765,0.3929955896124966,0.1648114695113918,0.4261553166832232,0.28715208216954125,0.3052638423735061,0.4190970433622024,0.3970943062206035
6,1,592.7669,463.5932,610.74005,493.5756,630.9852,526.5952,0.5736902834933642,610.180654065828,493.52481311741445,0.8895214382761196,0.5568524019668075,1.0494441322571773,0.49652584866362304,0.3920409324554157,0.6326405070114013,0.5593277706244848
7,1,594.34827,464.1374,613.5616,495.41205,635.3516,527.4557,2.652103646573629,611.6692277071028,494.45154817233504,1.4885736412747974,0.9267350549205844,1.753479212171267,0.5990522029986778,0.36988265295377687,0.7040431228793399,0.5568469713700318
8,1,596.2109,467.05255,615.74097,497.3038,636.16406,530.76904,1.4513131807754598,613.4921230500518,495.72600760070816,1.822895342948982,1.2744594283731203,2.2242289149083163,0.3343217016741846,0.34772437345253593,0.4823725117616894,0.6101486893481753
9,1,597.06006,469.29565,617.0346,499.61206,636.6771,533.53033,3.303930984481464,615.3305756782257,497.3029093398597,1.8384526281739682,1.5769017391515376,2.422091484849182,0.015557285224986117,0.3024423107784173,0.3028421708952707,0.7089664516089563
10,1,600.19214,472.13913,618.2732,501.64148,637.3431,533.8848,0.90135492329161,617.0169423703381,499.0444761944257,1.686366692112415,1.741566854566031,2.42422930623099,-0.15208593606155318,0.16466511541449336,0.22415336754594445,0.8014998150668549
11,1,601.3969,473.3688,618.9104,502.5259,637.5765,532.6905,0.7584719438827634,618.4213602038933,500.78980718586956,1.4044178335551578,1.7453309914438364,2.240216445101251,-0.28194885855725715,0.003764136877805413,0.2819739838498847,0.8932134879616946
12,1,604.4136,476.5003,619.7403,503.2631,636.37085,532.68,0.317135455354888,619.4139662563948,502.3780013356547,0.9926060525015146,1.5881941497851244,1.8728661011600198,-0.41181178105364324,-0.157136841658712,0.4407731049202627,1.0122039349782697
13,1,602.90155,477.34827,618.7425,504.22595,635.18286,533.8236,1.4632645196382512,619.9245018030641,503.6797541814664,0.5105355466693027,1.301752845811734,1.39828717221888,-0.4820705058322119,-0.2864413039733904,0.5607500273876952,1.197040055644288
14,1,602.4347,477.01004,617.3086,505.00046,634.8654,534.9522,2.391710576833729,620.1211249099898,504.6921473258769,0.19662310692569918,1.0123931444104528,1.0313101012917496,-0.3139124397436035,-0.2893597014012812,0.42693097407054,1.3789682886175736
15,1,599.7931,476.72867,617.2612,504.51352,635.60565,535.7655,1.744955134004143,620.1943910449378,505.44385888767965,0.0732661349479713,0.7517115618027788,0.7552735919375092,-0.12335697197772788,-0.26068158260767404,0.28839526703182133,1.4736374521968663
16,1,597.2225,477.31198,617.58057,504.21255,635.9027,536.0878,7.227458725598575,620.1860284915163,505.96356698566876,-0.008362553421534358,0.5197080979891098,0.5197753739984092,-0.08162868836950565,-0.232003463813669,0.24594481085492795,1.5868858043941598
17,1,597.27954,477.93875,617.3888,504.46094,635.88904,536.1355,6.881565253257895,620.1047494294231,506.2881270268042,-0.08127906209313096,0.3245600411354417,0.33458258507665734,-0.0729165086715966,-0.1951480568536681,0.20832566171889985,1.816178179088105
18,1,597.7045,476.50528,617.95825,504.1612,636.6408,536.59735,6.275979809505806,619.9760288068753,506.4871035707096,-0.12872062254780303,0.19897654390541675,0.23698241220318064,-0.04744156045467207,-0.12558349723002493,0.13424573153325206,2.144998750640919
19,1,597.83856,476.4198,618.4855,503.6845,635.04395,538.6815,11.81506426457491,619.8295322642199,506.63823846517573,-0.14649654265542722,0.15113489446611084,0.2104827625609182,-0.017775920107624188,-0.04784164943930591,0.051037307498986245,2.340611538309661
20,1,597.32153,476.62708,617.0822,505.41,633.74164,540.0696,8.799553816910194,619.6949254418026,506.81927355799223,-0.13460682241725408,0.18103509281650076,0.22559410779616834,0.01188972023817314,0.029900198350389928,0.0321774347755486,2.210150162207373
21,1,597.49835,477.70847,617.9391,506.478,636.48804,539.83966,6.319875483789826,619.6018739799706,507.10795069694973,-0.09305146183203306,0.288677138957496,0.30330358571201194,0.041555360585221024,0.10764204614099526,0.11538482608552952,1.882618187064705
22,1,597.6967,477.20712,618.3099,506.514,637.29224,540.7512,6.115261408489949,619.5800435190705,507.582011729838,-0.02183046090010521,0.47406103288824397,0.4745634119126545,0.07122100093192785,0.18538389393074794,0.19859410641474856,1.6168137123588144
23,1,597.64746,477.85724,619.08606,508.8393,638.54,544.81946,6.282568029885473,619.6590996994487,508.31919850444746,0.0790561803781884,0.7371867746094836,0.7414136634262429,0.10088664127829361,0.2631257417212396,0.2818036024339781,1.4639642517909253
24,1,598.3913,480.38187,619.9743,510.93497,639.6032,547.2946,6.875120687584212,619.8687081614519,509.39725286856793,0.20960846200318883,1.0780543641204758,1.0982426504841931,0.13055228162500043,0.3408675895109923,0.365013166634476,1.3787601255824755
25,1,599.456,483.671,620.6437,513.33527,640.0744,548.8416,6.8467902797565685,620.2238761162577,510.84446422151836,0.3551679548057791,1.4472113529504327,1.4901560241228238,0.14555949280259028,0.36915698882995684,0.3968179032590997,1.3301372129725093
26,1,601.8742,487.7049,621.26373,516.04663,640.07983,549.30005,4.874435076992854,620.6809770583673,512.4913121687304,0.45710094210960506,1.6468479472119952,1.7091077884422186,0.10193298730382594,0.19963659426156255,0.22415419618877916,1.3000506360517556
27,1,602.4432,488.50366,621.4121,516.50476,639.36316,549.09796,5.270872956325661,621.1817260531127,514.1188238671645,0.500748994745436,1.6275116984340912,1.7028047111393558,0.043648052635830936,-0.019336248777904075,0.04773932357817049,1.2723107740245818
28,1,602.9424,488.47037,622.1137,516.7426,640.2417,549.4094,5.113585553461876,621.6678381658262,515.5080264737808,0.4861121127134993,1.3892026066163226,1.4717978354231829,-0.014636882031936693,-0.2383090918177686,0.23875816542817233,1.2341912801794905
29,1,603.1294,486.9886,622.416,516.5585,641.10205,549.8857,3.8352767080209897,622.0810284618398,516.5052781776316,0.4131902960135676,0.9972517038507931,1.0794615238872989,-0.0729218166999317,-0.39195090276552946,0.3986766879684991,1.1779987213827485
30,1,602.25446,487.28693,622.314,516.28094,641.42163,549.98444,5.127207839727979,622.3630120064854,517.2182612961368,0.2819835446456409,0.7129831185052353,0.7667200575988413,-0.1312067513679267,-0.28426858534555777,0.31308759192738633,1.1941768203446137
31,1,601.7157,487.3098,622.03845,516.28253,641.4451,550.39825,5.414211046006317,622.4555038650956,517.8199891788083,0.09249185861017395,0.6017278826715255,0.6087948658567364,-0.18949168603546696,-0.11125523583370978,0.21973808631408975,1.4182795754259545
32,1,600.7305,488.24768,621.2623,517.2036,640.45654,550.7948,5.595415592772199,622.3208751348155,518.4560050945913,-0.13462873028004196,0.6360159157829912,0.6501085602775073,-0.2271205888902159,0.034288033111465666,0.22969421218762007,1.7793923240846543
33,1,599.4952,489.41357,620.2012,518.413,640.2653,552.3583,4.941098735094334,622.0041210400454,519.1619719901639,-0.31675409477009,0.7059668955726011,0.7737715516856606,-0.18212536449004801,0.06995097978960985,0.19509686815569144,1.9925530213200704
34,1,597.6149,492.12033,618.893,520.4173,639.81445,553.0933,4.311343574450804,621.5708928369988,519.9460827316382,-0.43322820304661036,0.784110741474251,0.8958327582815303,-0.11647410827652038,0.07814384590164991,0.14025932607535016,2.0755637545260135
35,1,596.7333,492.4445,618.8062,520.90735,640.71313,553.34955,3.764003967115946,621.0868417818892,520.8165301851257,-0.4840510551096031,0.8704474534874862,0.9959840326207893,-0.05082285206299275,0.08633671201323523,0.10018477994722134,2.078306583873908
36,1,596.00507,492.958,618.1564,521.5932,638.31836,555.04926,6.6495673600553085,620.6203472042091,521.781507216738,-0.46649457768012326,0.9649770316123067,1.0718198834432282,0.017556477429479855,0.09452957812482055,0.09614609217325677,2.0210966951541707
37,1,597.54,494.78668,619.37024,523.4399,639.6009,557.10675,6.301078119333774,620.2507007265666,522.8492066925869,-0.3696464776425046,1.06769947584894,1.1298764043742182,0.09684810003761868,0.10272244423663324,0.14117880517572323,1.9040893021381167
38,1,597.4324,495.9197,620.1228,525.0648,640.4179,559.9487,7.711517143626576,620.0599220448487,524.0278214787843,-0.1907786817179158,1.178614786197386,1.1939553256471263,0.1788677959245888,0.11091531034844593,0.21046589863588927,1.7312713241934632
39,1,598.85187,498.80768,621.2527,526.88794,641.5537,560.6001,7.525065158065175,620.1300308549424,525.3255444414414,0.0701088100937568,1.297722962657076,1.2996153788949334,0.2608874918116726,0.11910817645969018,0.28679093619453566,1.5168243129379657
40,1,598.8986,499.79382,621.9252,527.29834,642.37646,561.2061,8.839735422254975,620.523984527254,526.7276038794065,0.39395367231156797,1.4020594379651357,1.4563550952686237,0.32384486221781117,0.10433647530805956,0.3402375565168878,1.29687711072634
41,1,602.32684,502.33102,623.29376,530.161,643.5109,561.9518,4.540017171824523,621.2284911302622,528.1273698224717,0.7045066030082126,1.3997659430651765,1.5670591083450918,0.3105529306966446,-0.0022934948999591143,0.310561399538209,1.104509693847138
42,1,604.0123,503.07205,625.1118,530.4716,644.4982,561.4642,5.571899289569632,622.2111964069661,529.3952477331654,0.9827052767038822,1.2678779106937554,1.6041271948591909,0.27819867369566964,-0.1318880323714211,0.30787814980741113,0.9114370359090408
43,1,606.0449,502.12653,627.564,529.5206,646.0171,560.5376,7.401068297735253,623.4397461003637,530.401643074016,1.2285496933975537,1.0063953408505313,1.5881328443278542,0.24584441669367152,-0.26148256984322416,0.35890473882531587,0.6863232439343173
44,1,605.7237,502.66376,628.3816,529.1698,646.9278,560.318,9.754150950897952,624.8362115720522,531.0595982229279,1.3964654716885434,0.657955148911924,1.5437035957715517,0.1679157782909897,-0.3484401919386073,0.3867897050818213,0.44030851733254023
45,1,607.3675,503.4934,628.83923,529.7917,647.7398,560.32385,7.471521382835674,626.1403666580269,531.4527032193113,1.3041550859746849,0.3931049963833857,1.362113074034318,-0.09231038571385852,-0.2648501525285383,0.28047604283615973,0.29276365550356603
46,1,605.7149,503.03638,628.07513,529.15247,647.53656,561.0457,9.177937318002462,627.0464108128816,531.707185017952,0.906044154854726,0.2544817986407679,0.9411041368445126,-0.3981109311199589,-0.13862319774261778,0.4215551024831624,0.2738164753882373
47,1,606.2287,501.06714,626.81,529.88196,645.6936,561.10956,4.3749736886156265,627.3400897553172,531.9427598471021,0.2936789424355766,0.23557482915009587,0.37648747835641966,-0.6123652124191494,-0.018906969490672054,0.612657022220811,0.6760510936419222
48,1,606.1891,498.5276,624.8522,530.2214,644.9624,562.2738,1.612890416315009,627.1733342604584,532.253101028876,-0.16675549485876218,0.3103411817738788,0.3523053280471335,-0.46043443729433875,0.07476635262378295,0.46646530260161706,2.06385974866621
49,1,607.65826,499.37265,623.50555,532.0284,644.0629,563.1729,7.54077353272773,626.7896213675381,532.6954648831928,-0.38371289292035726,0.44236385431679537,0.5855948802707556,-0.21695739806159509,0.13202267254291655,0.2539694836767433,2.285314021675882
50,1,607.17175,498.70648,623.9437,532.4817,644.76556,563.2283,7.698271539832656,626.4324281157875,533.2074826273258,-0.3571932517505729,0.5120177441330043,0.6242989583550487,0.026519641169784336,0.0696538898162089,0.07453157541809169,2.1799224443626883
51,1,607.7123,498.93646,624.6117,532.968,646.1643,563.9712,8.397980222694875,626.3039235081746,533.674725061971,-0.12850460761285376,0.4672424346451862,0.4845915051988578,0.22868864413771917,-0.04477530948781805,0.2330307368079976,1.8391882809744873
52,1,608.5015,499.51273,626.1659,532.04913,646.84204,563.6174,4.725385325851397,626.4410444026109,533.8941464241625,0.13712089443629338,0.21942136219149688,0.25874287212787367,0.26562550204914714,-0.24782107245368934,0.36327976999959444,1.0122542244280475
53,1,612.24475,500.43256,627.9021,532.304,647.6296,563.0046,6.560496821353868,626.8394196207431,533.796767749026,0.39837521813217336,-0.0973786751364969,0.41010415846854825,0.26125432369588,-0.3168000373279938,0.4106288899977812,-0.23973852848928928
54,1,610.74585,500.36264,628.221,531.8833,648.9008,563.8506,3.8948573411918392,627.4946779842185,533.9384938277184,0.6552583634753546,0.14172607869238618,0.6704101761503329,0.25688314534318124,0.23910475382888308,0.35094163854546634,0.2130091974687062
55,1,617.9204,506.60376,630.85925,536.1903,650.7054,564.8859,11.047209452099494,628.3860191541752,534.8095460782887,0.8913411699567177,0.8710522505703011,1.2462829151053132,0.23608280648136315,0.7293261718779149,0.7665844744724555,0.7738865321527632
56,1,615.6352,508.54468,632.42334,539.0957,653.2951,566.9107,8.094490180131247,629.4269261497152,536.0125286703221,1.0409069955400128,1.202982592033436,1.5908030959548767,0.149565825583295,0.33193034146313494,0.3640709927558717,0.8575026998731948
57,1,614.438,505.38782,632.5623,538.0175,654.3047,568.1812,6.734379415092431,630.5144528294318,537.0426911888012,1.087526679716575,1.0301625184790737,1.497981673310627,0.04661968417656226,-0.17282007355436235,0.1789976893036824,0.7583166932458587
58,1,614.74744,505.527,632.7018,538.1555,655.38885,569.2626,7.281655473178728,631.545653051918,537.8534821287617,1.0312002224861772,0.8107909399604978,1.3117758372441417,-0.056326457230397864,-0.21937157851857592,0.2264874372804363,0.6663062334030426
59,1,617.48883,506.18597,633.28375,538.91504,655.3174,569.62836,9.893720174518418,632.4412385792816,538.5099462522168,0.8955855273636644,0.6564641234550663,1.1104136986758049,-0.13561469512251279,-0.15432681650543145,0.20544612876828125,0.632531988072493
60,1,620.4994,505.56006,633.75256,538.6267,655.3858,569.50903,13.17046858251759,633.2165527876897,539.0653144790326,0.7753142084080764,0.5553682268158582,0.9537012053657229,-0.12027131895558796,-0.10109589663920815,0.15711642333187906,0.621591085764346
61,1,622.7504,507.07584,634.62085,539.11816,655.0753,569.7102,13.4398039354208,633.9105969568238,539.5698642685395,0.6940441691341448,0.504549789506882,0.8580604866794324,-0.08127003927393162,-0.05081843730897617,0.09585057565874462,0.6285987291067847
62,1,625.5234,508.92126,634.4199,539.25214,654.96265,570.1594,17.26297302668166,634.549195038632,540.063012376994,0.6385980818081407,0.49314810845453394,0.8068473008948605,-0.05544608732600409,-0.011401681052348067,0.056606244625326846,0.6575806167536344
63,1,626.3634,510.56464,634.82324,540.2263,654.4552,570.0003,17.480777090594007,635.1054616741291,540.5407327483629,0.5562666354970816,0.4777203713688323,0.7332457452914528,-0.08233144631105915,-0.015427737085701665,0.08376444426638519,0.7095793201795519
64,1,627.94116,510.94855,634.9613,540.7195,654.2604,570.4528,19.71819408483716,635.5393341765964,540.9881386235389,0.4338725024673522,0.44740587517605945,0.6232313900465366,-0.12239413302972935,-0.030314496192772822,0.12609239659678423,0.8007534806007228
