Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,592.8155,462.1243,608.3948,492.28046,626.8966,526.45917,1.1064143562314808,608.3904948493091,492.2769102813969
1,1,592.28033,462.13702,608.45215,492.2738,626.8578,526.5325,0.0279764551182933,608.4675055429764,492.2839502049311
2,1,592.3354,463.08664,608.828,493.05496,626.6915,526.3952,0.6431576742597718,608.7040955457551,492.86679926561885
3,1,591.68567,463.3428,608.63696,492.67102,626.87756,526.6429,1.7947144310845553,608.7922935304964,492.94360161879837
4,1,592.0709,463.6873,608.9987,492.86038,627.098,526.6694,1.9626397735231904,608.8981370379394,492.80314924593625
5,1,591.96375,463.7388,609.55426,493.08096,627.90393,526.6197,2.2588010605109625,609.2911326275519,492.96796071544765
6,1,592.7669,463.5932,610.74005,493.5756,630.9852,526.5952,0.5736902834933642,610.180654065828,493.52481311741445
7,1,594.34827,464.1374,613.5616,495.41205,635.3516,527.4557,2.652103646573629,611.6692277071028,494.45154817233504
8,1,596.2109,467.05255,615.74097,497.3038,636.16406,530.76904,1.4513131807754598,613.4921230500518,495.72600760070816
9,1,597.06006,469.29565,617.0346,499.61206,636.6771,533.53033,3.303930984481464,615.3305756782257,497.3029093398597
10,1,600.19214,472.13913,618.2732,501.64148,637.3431,533.8848,0.90135492329161,617.0169423703381,499.0444761944257
11,1,601.3969,473.3688,618.9104,502.5259,637.5765,532.6905,0.7584719438827634,618.4213602038933,500.78980718586956
12,1,604.4136,476.5003,619.7403,503.2631,636.37085,532.68,0.317135455354888,619.4139662563948,502.3780013356547
13,1,602.90155,477.34827,618.7425,504.22595,635.18286,533.8236,1.4632645196382512,619.9245018030641,503.6797541814664
14,1,602.4347,477.01004,617.3086,505.00046,634.8654,534.9522,2.391710576833729,620.1211249099898,504.6921473258769
15,1,599.7931,476.72867,617.2612,504.51352,635.60565,535.7655,1.744955134004143,620.1943910449378,505.44385888767965
