Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,509.01178,596.8104,529.71344,607.02655,550.75464,623.4901,11.77518499766306,529.6936053323656,607.0241031421592
1,1,503.22363,589.0786,530.5439,607.8572,555.55566,632.3758,9.926857938400238,530.5176652368824,607.7663198412816
2,1,505.07526,588.4662,532.366,609.06683,557.7304,633.2578,6.595911963688288,531.9979647238413,608.8832105798331
3,1,507.59976,589.5883,533.9764,610.29584,558.73364,631.2683,2.1342336692632182,533.6798441368677,610.1570831819625
4,1,511.52652,592.2781,535.1349,611.47296,559.20776,630.83386,0.305827932186261,535.2008498480036,611.3345797441103
5,1,516.79236,595.6709,536.621,611.6644,557.32,627.354,1.7277106467448555,536.5673523429549,612.0196794518852
6,1,523.3602,599.6057,537.8114,610.9539,552.4456,622.1221,0.7927822486531333,537.8779281358437,612.1109244150329
7,1,517.6104,596.47144,539.2631,611.4889,559.95996,628.3535,4.430935190423416,539.2124533156103,612.2670111041687
8,1,514.316,594.65436,540.5428,609.6322,565.10815,631.4125,11.830765655406315,540.576002270466,611.643147276607
9,1,515.67615,594.04333,541.6959,607.49713,565.9707,630.2706,15.830664138663122,541.9549489634409,610.6120213169188
10,1,516.4138,594.03937,543.41693,609.3255,569.5316,631.8436,11.256833712320155,543.3206058253951,610.2258258254972
11,1,517.71387,594.8823,544.76514,611.1034,570.55133,632.8323,9.170761815640578,544.5840391585114,610.5032799300297
12,1,521.05646,598.22186,544.7443,612.38074,565.6298,630.6125,10.251081167831902,545.6412537328025,611.1694977924881
13,1,525.7175,601.81793,544.6843,613.32635,561.2906,628.68024,11.507987080978202,546.4399354653201,611.9928636420491
14,1,522.4865,598.7099,545.63776,614.8871,568.0863,634.1579,5.699870341607037,547.1344948612679,612.9148419767098
15,1,520.2307,596.829,546.93506,615.985,572.7645,637.0963,3.6071719892955647,547.931023572888,613.9201673616723
