Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,390.42606,317.43655,370.30914,347.23694,350.13126,379.20538,1.762141976483996,370.30888660414826,347.23733968373483
1,1,390.98532,317.889,370.42538,348.34003,350.34607,381.53113,2.8540305868873244,370.41279996904564,348.20193570953217
2,1,389.44226,320.33176,370.0015,350.1106,352.06998,383.17032,4.662746611570116,370.10449709953605,349.8681127769366
3,1,389.65387,321.32028,369.4385,351.6631,352.40274,385.76495,7.128134365581379,369.63444197289084,351.46404517796407
4,1,390.43057,320.97623,369.52075,351.65768,351.5987,386.20178,6.853890961886424,369.40840499717996,352.20767742239525
5,1,388.35336,322.6693,368.8907,352.39816,352.05896,385.4834,6.247518264510067,369.09076013226314,352.8216037604004
6,1,363.0605,366.23657,368.3186,352.6974,379.09756,340.516,20.28035528269456,368.51756162953296,353.3756651554912
7,1,384.12607,332.86862,367.09732,353.44098,358.18484,379.5657,20.77908524252476,367.7784294976352,353.92750806008553
8,1,372.37988,356.19092,367.03418,355.71033,371.73477,359.38416,147.12720360639472,367.21370668825637,355.120230183084
9,1,376.9898,346.23804,365.37073,356.58463,364.07205,371.79953,43.43680913580608,366.28330280160213,356.24593639747695
10,1,356.92505,380.75903,364.8368,358.00632,380.4306,340.59528,22.67454221032924,365.4727161667783,357.43094151495103
11,1,349.67804,390.5293,364.88245,359.28653,383.16077,332.74564,8.604574992600897,364.88018807178696,358.69423794515217
12,1,361.6431,370.36462,364.70477,360.38895,373.68262,350.09912,24.042621683252005,364.4317473221775,359.911122329797
13,1,362.91043,367.8978,364.86273,360.62064,372.47205,352.7035,28.84662064501929,364.146250910135,360.85124941008013
14,1,350.43954,391.65637,364.72427,360.61142,381.9989,334.71704,8.999336991873767,363.90429203358406,361.57456279299845
15,1,375.56918,340.154,362.81613,364.06616,352.30963,391.74713,7.287688483619831,363.28521532449605,362.92164255126545
16,1,346.23514,397.02274,362.97583,365.29865,381.52176,337.54187,5.928801508688893,362.8004724571223,364.3241130390995
17,1,380.29904,333.11584,362.0549,366.34387,345.3341,402.08765,3.699305484461692,362.2795752486241,365.60089282332757
18,1,378.50592,334.88608,361.6435,367.04425,345.29184,401.2671,2.132398819651103,361.7201565122484,366.77989292358757
19,1,376.62875,337.6185,361.16797,367.76807,346.32846,401.06055,3.124932747694844,361.20300353493855,367.92682516813636
20,1,365.0287,354.84015,360.6371,370.29196,355.46268,389.3023,0.6394963672631374,360.6884391946497,369.2686006995421
21,1,375.00647,340.1989,359.85806,372.4401,343.8868,405.5829,0.5626699065146119,360.1066702670892,370.888286547017
22,1,373.80566,341.51257,358.95935,373.0047,343.5426,406.6521,0.6240097407569889,359.42491424058596,372.3322757527879
23,1,371.86136,341.71997,358.15356,374.49945,342.253,407.82214,2.81522062944689,358.75843145395163,373.7624245401395
24,1,370.7458,345.17545,358.5103,376.9066,344.2354,407.9605,3.600761177267255,358.22622703861,375.41309354543154
25,1,371.61514,344.22238,358.1666,377.8188,342.6305,410.16272,3.840735899144831,357.814242445946,377.0090539343312
26,1,370.04446,346.5117,358.12216,378.01132,345.36658,408.2193,2.16093570615083,357.47801484047955,378.26741528235823
27,1,372.00787,343.77097,358.1183,378.7591,341.15176,411.88763,5.466835518600889,357.18452791930844,379.3842302751367
28,1,368.99683,349.36896,357.41205,379.69608,345.76035,408.36057,1.2145038103436765,356.9036270126741,380.51897649560567
29,1,371.9702,345.7131,357.24225,380.1057,340.7834,414.2204,2.573365837918629,356.5975410927215,381.36835428832063
30,1,370.90457,346.77335,356.2531,380.47455,338.9985,414.38824,3.4692719133723133,356.1980336992085,382.1226182474629
31,1,368.9581,350.51297,355.3914,381.9885,340.11603,413.68085,2.4164606489430063,355.6652008352448,383.062491573284
32,1,368.759,351.7017,354.73346,384.2468,338.77985,416.7377,2.838004691222217,355.10293378973347,384.18070676047955
33,1,355.7869,380.88644,354.3856,385.7684,353.43442,389.23248,0.6611601635285344,354.62343207351614,385.3946453979
34,1,341.05035,410.86014,354.6627,386.8574,365.60507,362.42453,5.432819080479538,354.22833279939414,386.6082761565705
35,1,340.33752,412.1418,354.30923,387.25748,365.82703,361.40784,5.29646203807857,353.9109775023105,387.7222144780601
36,1,345.81055,400.1191,354.532,388.27008,359.41864,373.33484,18.237437196691225,353.7211602527695,388.6770125977966
37,1,340.86334,409.41937,354.84244,388.75418,362.80164,365.88168,14.889679747449833,353.6443099387377,389.572969926645
38,1,341.778,407.1918,354.54083,389.95673,360.28925,371.44003,19.2737836317239,353.5479431145015,390.54247917348255
39,1,360.8068,367.78226,352.6406,392.0368,339.96896,417.3297,8.002951122258631,353.1267586045699,391.6865590637972
40,1,362.9474,361.79553,352.49243,393.2393,336.88983,423.725,8.711562310336982,352.7148108298925,392.88985725632875
41,1,355.77695,379.79242,352.68396,392.26346,347.62347,401.68738,14.305974985052371,352.3646947163623,393.61462405577277
42,1,360.58472,366.72977,351.78503,393.88116,340.0235,418.35208,7.713094918591681,352.0048599659199,394.4769466118204
43,1,357.03275,379.5049,351.13953,395.08423,345.7335,405.9295,5.774685506908043,351.5822457805442,395.44207114632104
44,1,352.43277,386.40375,350.88004,396.7978,347.6622,401.5603,25.548879130450025,351.1177493623693,396.4923379867083
45,1,336.7442,424.56744,350.45477,397.76898,363.11154,371.36786,1.4820014214667092,350.65075741356793,397.6386005189933
46,1,343.15146,409.42502,350.1343,398.97348,354.94873,386.36847,12.84343310013736,350.2206566363128,398.70418295556516
47,1,342.771,414.09204,349.6275,399.01617,357.0789,384.27454,2.358915245176622,349.8473550115842,399.58247670058165
48,1,342.3357,414.63104,349.61774,400.62656,356.50677,386.46494,1.5323792102828482,349.4728456355931,400.6346710988962
49,1,358.91534,374.7042,348.92856,403.61557,334.9694,431.0669,7.897296546451432,349.01964288335773,402.0968730213027
50,1,362.67813,370.93033,347.7397,404.33017,330.939,438.5183,2.073204270628058,348.45192159203134,403.41694652954027
51,1,361.1458,373.20624,347.48767,404.45453,332.00894,436.77838,1.978728032485905,347.90049844730726,404.5202638376313
52,1,361.02756,372.88815,347.5327,404.9298,332.10834,438.7342,1.6871362870467808,347.5007042420838,405.49546503586794
53,1,356.74396,379.21094,347.90286,405.6951,338.50735,431.86954,1.2857269562557698,347.2392843495382,406.36472160810627
54,1,360.7207,372.5356,347.8407,406.08597,333.45743,440.4563,1.7063974783259055,347.06946264899227,407.12463249917687
55,1,356.17157,379.14038,347.9982,406.16592,338.5956,431.33316,3.658910905479796,346.9589624640662,407.73597510424577
56,1,353.39224,384.87778,347.62924,406.84448,342.0444,426.11963,1.4583078783850223,346.87913197945477,408.2533357392413
57,1,341.98926,418.04553,347.50333,408.32367,353.86588,396.07266,2.1159985976676,346.7472219713913,409.02114044522807
58,1,356.58206,380.54788,345.78073,410.33325,335.13705,441.85712,1.2761023737849422,346.32117530702635,410.0017095411364
59,1,351.61017,394.59216,344.64047,411.59583,337.67014,433.20956,4.4140613474108585,345.6811047201284,411.0592374875144
60,1,337.16412,430.31592,344.96774,412.87012,349.8264,398.1638,5.816857243447922,345.30225549979855,412.15028534169545
61,1,332.70822,442.57538,344.9372,413.54224,355.6603,385.8728,1.6575299437137514,344.91451942055335,413.2564354714806
62,1,352.8904,386.3766,344.28564,414.844,333.44055,445.66965,2.564451109506094,344.4802727975662,414.3669888897539
63,1,349.4489,394.47763,344.0279,415.95514,336.13284,440.3666,3.756088299396757,344.08344074956045,415.4731762706703
64,1,352.99777,385.86053,343.8213,417.18735,332.826,450.33878,2.0222627844503847,343.7905577589062,416.5642599018664
65,1,354.22797,384.68054,344.21002,417.4976,332.20285,451.8811,2.274172179461585,343.5985957625621,417.6216285249046
66,1,354.60214,384.13528,344.32727,418.43756,331.11493,454.6398,3.3751025276619773,343.4871360611343,418.63853729013454
67,1,347.12268,399.42072,344.4407,419.8905,338.75647,438.65424,9.38902139043729,343.43575995522855,419.66358052912517
68,1,352.30563,386.24695,344.20483,421.11093,332.4937,454.00583,6.515747742412767,343.4206800740486,420.7335739035605
69,1,354.32288,383.10886,344.42725,421.6968,329.28622,458.04068,8.233659207872755,343.40463436119035,421.7828792143634
70,1,351.8089,387.52945,343.6602,422.21106,331.3151,456.31592,6.676762802992356,343.34699208884723,422.720244797266
71,1,351.32718,388.7724,343.3581,422.98428,331.31042,456.73245,6.533720008048554,343.2139355688547,423.50758368680897
72,1,352.15698,388.23874,343.07962,423.6999,329.9306,458.83112,6.161729792791048,342.99889927161576,424.3194677127671
73,1,352.63525,389.64856,342.52057,425.22736,329.18668,460.12122,5.043214815753033,342.71402691259675,425.31767687713136
