Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,891.1808,574.95734,875.9758,586.5347,864.1331,600.2249,11.852084645580184,875.9603195013294,586.5377866954968
1,1,890.2465,575.84393,875.416,585.56964,865.5811,598.8003,20.11854609272497,875.556351856845,585.690204807276
2,1,895.3235,571.66614,875.7051,585.12427,861.87384,602.23126,16.594055831302214,875.4532472497962,585.0478139157804
3,1,894.45166,573.13776,875.1723,585.4781,862.3028,602.30035,19.960482317488506,875.2956130932068,585.253372959358
4,1,884.165,583.9887,875.2968,586.9533,871.0326,595.5406,45.1075727914997,875.310548677375,586.0079339780115
5,1,894.6144,580.1128,876.6136,586.05896,862.6035,602.5463,31.36407516434379,875.7279236977367,585.9771753965881
6,1,897.9825,583.8948,876.66345,583.6551,861.8209,603.3664,53.66454118445629,876.2061975930062,585.0890754131593
7,1,896.7017,585.7395,876.0464,584.04626,861.58746,604.1074,58.90449967023972,876.4181031364354,584.546578682368
8,1,897.8981,583.37256,877.2471,584.64996,860.57245,604.3888,46.27050936812942,876.5812441545024,584.3503014131148
9,1,897.0728,585.0642,876.703,585.12897,860.67664,604.3177,49.949313077270965,876.7358202058026,584.3647193153947
10,1,895.24396,588.7945,876.2369,584.9925,861.058,604.4416,63.34165180968524,876.8383983072807,584.5210758399855
11,1,893.7156,591.9572,876.60986,585.2613,861.08276,603.7544,71.36019770689038,876.845545475882,584.7506144376647
12,1,893.6043,594.22833,876.56537,586.265,860.64844,603.9709,73.09511898244435,876.7369891336886,585.0036388999633
13,1,894.0465,594.2825,876.0846,586.39294,860.9018,603.8471,72.69389767174674,876.5850983233312,585.3066943814223
14,1,894.18097,595.0276,875.59247,586.57996,860.97156,603.7332,73.99639202370705,876.4854024925776,585.7053863773359
15,1,895.2603,596.5729,876.65137,587.48584,860.49365,603.79364,71.29184215489026,876.5041971184546,586.2240290597979
16,1,895.30634,597.53625,876.6643,588.5228,860.1589,603.7747,68.5433521848799,876.590841795022,586.8017713081014
17,1,895.5777,597.64984,876.1491,588.6749,860.2783,603.9826,68.75958076140748,876.6654621455993,587.3564706783395
18,1,895.7951,597.7489,876.87,588.2891,859.84064,604.2078,69.62765448508974,876.6481837935053,587.8059847266052
19,1,896.32117,596.4958,876.6172,588.2816,859.42145,604.21185,65.44243290885186,876.4819226683604,588.087381706162
20,1,894.8906,594.52325,874.8735,587.8129,859.84735,604.53894,66.597114019314,876.2007559249926,588.2145726589561
21,1,894.4884,592.3363,874.7476,587.56934,860.1731,604.41046,62.70245438090815,875.8615510245318,588.2206793241039
22,1,894.1922,591.2375,873.68115,587.20135,860.1267,604.6395,63.27492562376543,875.5100856829738,588.1476662439987
23,1,894.2758,590.49884,874.2978,587.01636,859.80426,604.37384,60.02625373405076,875.1477786357797,588.0728691741399
24,1,895.0225,586.482,874.3717,587.97253,857.82,604.2788,40.44370808010682,874.7649588732764,588.0824666733025
25,1,894.42377,583.5143,874.01184,587.9224,858.0583,604.4377,33.80470791103145,874.3659089224668,588.2272514015856
26,1,893.28345,580.97046,873.43744,588.8579,858.12537,604.44604,23.837385894387875,874.0107254570559,588.4164724243813
27,1,894.9225,577.8069,873.47675,588.4519,857.97754,604.6412,19.849089366504582,873.773458687423,588.5066732125165
28,1,895.8702,575.45026,873.75684,587.1109,858.40094,604.56976,20.863594294737496,873.7160347067103,588.3619143835211
29,1,897.79193,576.43353,874.93427,587.3283,858.29877,604.9962,21.23973964058136,873.8518831391034,588.1361205800724
30,1,898.5514,577.179,875.76196,587.1816,859.46747,605.23883,24.24026759354749,874.1823094915504,588.0242928673166
31,1,900.1591,578.084,877.2945,588.40027,859.7745,605.37665,19.81270816097744,874.7086192709983,588.0785542792399
32,1,901.3291,577.9805,878.48413,588.881,859.31866,606.40564,16.931305097240127,875.4045065414898,588.2970772598958
33,1,900.8977,578.05286,878.0074,589.3236,859.25287,606.59033,16.420112245503564,876.1332195954468,588.6051099247684
34,1,901.0186,577.7169,878.1304,589.56744,858.34467,606.26843,12.794377821848988,876.7303952823863,588.9096693071994
35,1,899.306,578.2709,877.39935,589.5748,858.4999,604.0608,10.175310616632895,877.0625470548391,589.1470197619296
36,1,896.3056,578.9166,875.90533,590.2095,858.1343,602.44904,5.589247727215669,877.1196947773876,589.3704149292993
37,1,898.8129,578.1605,875.8578,589.8484,855.5499,603.3769,6.686947372150408,876.9227349176285,589.6623557710482
38,1,898.0853,578.2311,875.01416,591.0764,853.16956,605.8974,5.048107411330887,876.4925639431578,590.1053432489158
39,1,896.0599,578.6592,873.7733,591.88934,852.05054,606.7578,3.6952805710682086,875.8613385164251,590.7558530814713
40,1,888.0625,580.4609,871.863,593.657,854.3174,604.3545,7.795608251760645,875.1062560792934,591.5662600146011
41,1,852.06305,606.542,871.99554,595.1886,890.5938,578.24835,12.663330511267729,874.3157742684792,592.4629135510215
42,1,871.41644,587.5579,871.5085,595.1802,864.78705,595.89294,84.63857399273027,873.5730876708413,593.3764970998985
43,1,884.76697,577.1305,871.31903,594.5882,851.2519,606.0625,22.63166186822025,872.9403386738086,594.2550296961987
44,1,862.6306,595.11993,872.58435,596.4181,871.0181,590.06726,111.28419583252912,872.474406614952,595.0508642813385
45,1,885.3404,576.757,872.3716,595.88855,851.64197,607.0364,27.597433709680743,872.2321708318431,595.7163537967344
46,1,852.5603,607.20624,873.44885,596.9455,885.1459,576.6782,33.84820337281461,872.2478743864965,596.2035869419826
47,1,877.3522,578.26605,873.90204,595.1812,857.5427,599.4643,63.80021145985011,872.4652152387031,596.4635954493965
48,1,857.90796,596.25366,874.60364,594.4883,873.725,579.04584,87.22061280197978,872.8052550726984,596.4471468094689
49,1,852.05975,606.0753,875.125,593.54675,878.04425,570.8553,54.15928645697964,873.1900592115771,596.1250405992442
