Frame,ID,Head_X,Head_Y,Middle_X,Middle_Y,Tail_X,Tail_Y,Angle,Smoothed_X,Smoothed_Y
0,1,569.6342,334.21494,597.9623,348.88617,626.7342,361.49103,3.72173310599034,597.9616984474461,348.88827998781306
1,1,567.5109,333.33026,598.18335,349.48312,628.43134,362.4941,4.497711731674715,598.1598555566245,349.39034666512913
2,1,571.4357,335.31448,599.68176,350.3373,627.13916,362.17416,4.685754014389579,599.3670587691172,350.2820874698835
3,1,588.2046,342.28055,600.36615,350.55917,614.4827,356.5791,11.148428541029578,600.312674506455,350.59064557963967
4,1,584.94135,341.27414,600.8336,350.23523,617.29675,358.97647,1.4507737305648056,600.9063342052488,350.65533361130815
5,1,579.5562,339.4933,600.9697,350.8927,623.1395,361.76093,1.9131547801157207,601.3323588289911,350.98352860351105
6,1,571.1874,336.71768,601.3207,351.59155,629.328,366.9179,2.417594355427167,601.6935624336238,351.442695842371
7,1,570.46173,336.54184,601.71454,351.93393,630.20087,368.372,3.766812113509904,602.0723823482004,351.82208834789884
8,1,571.2085,336.70483,602.6476,352.2025,631.2965,368.81253,3.863509437224721,602.5512559017752,352.23802182815825
9,1,572.4982,337.15863,603.29395,353.0866,632.3015,368.55704,0.7238871364926079,603.2370277763541,352.82493559688805
10,1,573.4098,338.10245,605.30145,353.94955,634.49774,369.70847,1.9355289779271525,604.2512813558662,353.46270070247436
11,1,573.57404,338.06915,606.3342,354.45264,635.5375,372.10043,4.575130484637617,605.3323747176611,354.00749432557666
12,1,574.5259,338.61337,606.2813,354.35205,635.0079,370.5612,3.070010361112264,606.0861159352903,354.4752864412985
13,1,574.9088,338.56958,607.1131,354.61215,635.84827,371.73315,4.307116711733504,606.90646161717,354.91808686113495
14,1,576.34406,339.12112,608.5323,355.56494,637.4617,373.3658,4.544070920779963,607.8249420008647,355.3722719477042
15,1,578.1384,340.3745,609.32086,355.9768,636.7376,373.51877,6.030849568675357,608.747377976549,355.8703097014048
16,1,579.80975,341.8386,609.79517,356.83923,636.3662,373.83594,6.02863883034715,609.6937994017053,356.4446681226355
17,1,583.11786,342.19476,611.82227,357.4277,636.0567,373.27124,5.220971070218715,610.6970232454406,357.0963482532409
18,1,585.8808,342.81378,612.47565,358.0826,633.2708,372.22742,4.362061357988904,611.7268059560575,357.70048330084876
19,1,588.5147,344.11987,613.2114,358.2289,634.1709,370.26443,0.1282042487280194,612.7371388516566,358.16115526314
20,1,594.2764,346.25073,613.8126,358.22324,629.4618,367.63223,0.4853748021476834,613.682013250339,358.62410913222277
21,1,585.294,340.89874,614.3165,359.61478,640.22815,377.4039,1.6536291795949118,614.5258505120737,359.2370158804869
22,1,585.4084,341.12372,615.09467,360.5631,640.5633,380.08044,4.246116317259105,615.2747921643033,359.9135874070209
23,1,586.0583,341.60434,615.659,360.94943,640.9722,381.80368,6.317331005259236,615.9735144762474,360.55547646394825
24,1,586.97266,341.92783,616.3112,361.63214,642.6484,383.02957,5.205824685259881,616.7791125167587,361.25005828883553
25,1,588.1894,342.54733,618.4815,363.0387,646.6542,385.18057,4.088255038922611,617.8134203190722,362.0755712789233
26,1,590.1704,343.76474,620.2358,363.63358,647.00635,385.26282,5.477471657132652,618.9448089743165,362.8879839847044
27,1,591.9663,344.85837,620.5543,363.67267,645.562,384.0099,5.769625996813256,620.0320850444343,363.5605609248823
28,1,592.597,345.72302,621.5511,364.58167,646.9853,385.91742,6.914634575084456,621.1492599167307,364.25802033774863
29,1,595.7436,347.09244,623.80334,365.75565,647.7658,386.13568,6.752295135943347,622.3830683432159,365.1135784577367
30,1,599.4531,347.9663,624.7405,366.0536,647.09436,384.39587,3.795295424723187,623.6559337093611,365.84298978425795
31,1,599.51355,347.53793,625.0808,365.12006,646.63184,385.25934,8.544953924365695,624.8492015590031,366.16111368076065
32,1,600.1887,347.18945,625.938,363.8903,646.81824,384.88824,12.19383456789757,625.8442174359784,366.19669070186393
33,1,598.4866,348.27814,625.2127,364.19778,647.2488,385.81094,13.664402431817791,626.5140541121615,366.1453212512271
37,1,597.79535,348.89737,629.3479,365.9944,654.83575,389.11743,13.76343800855153,627.8602848310446,366.4988460018782
38,1,598.24445,349.45523,629.86383,366.6079,655.77185,389.4491,12.921583433386488,629.2417687704349,366.8690523031041
39,1,602.85645,343.85876,633.3933,363.3292,661.77435,386.34988,6.524649874088988,630.9105812906703,366.43701485699125
40,1,603.03625,343.81116,633.76526,363.61386,661.76385,386.02597,5.8772988920485325,632.3874794289811,366.08470521658865
